,negative,neutral,positive,helpfulness,burst,count
AMS5SN1517K4Z,0,0.2,0.8,0,4,5
A218IGS5ZGE8R4,0.4444444444,0.1111111111,0.4444444444,1.5,3.5,9
A2SYI7MFZ8Q1CR,0.2222222222,0,0.7777777778,0.5,1.25,9
A16GBXDS51J019,0.0833333333,0.0833333333,0.8333333333,3.625,0.0909090909,12
A1Y1NXPX6BZ1IR,0.1111111111,0.1111111111,0.7777777778,2,0.125,9
A1NYU31HYSZ2K0,0.125,0.125,0.75,0,1.6666666667,8
AX6JGWTJXGZMV,0,0,1,0,2.5,7
A315WYCQO5FEXC,0.1666666667,0.0833333333,0.75,0,0.5,12
A1F8EV7TJLG1QL,0.1111111111,0.1111111111,0.7777777778,0,0.2857142857,9
A15GDLOTQ6U72K,0,0,1,0,0.6666666667,5
A67UKS72KOC6L,0,0.2,0.8,1,0,5
A38OIPHL5W132W,0.1666666667,0.3333333333,0.5,2,0.5,6
A952LJOXPLTVL,0,0,1,2.753030303,0,5
A25N593H5K7P07,0,0,1,0,0.2,6
AINGNE1J86KTH,0,0,1,1,0,6
A2ZEQIZCSIA1RM,0.8,0,0.2,0.25,4,5
A2OWUV765VSOFT,0,0,1,3.8333333333,1.5,5
A11XAIFA10G7TS,0.2,0,0.8,3.9090909091,0.25,5
A3CVA40K82RW4W,0.1666666667,0,0.8333333333,0.5,0.5,6
A200DY76VXVGP9,0,0.1428571429,0.8571428571,0,0.4,7
A31EFRMDXE9JSI,0.1666666667,0,0.8333333333,1.5,1,6
A23B2YSTF4GDIK,0.6,0,0.4,2.625,0,5
A1824JDQGDIKSZ,0,0,1,0,0.6666666667,5
A35R9602GOBBEA,0.5,0,0.5,1.5,0,6
AXU45L7CJRL1U,0,0.2,0.8,2,0.6666666667,10
A2FWCZJ8VS7194,0,0,1,1.8333333333,0.6666666667,5
A188X4S8FERY0B,0,0.2,0.8,1,0.6666666667,5
A175446V44C3CU,0.2,0.2,0.6,0,4,5
A3KH25OY2OJTLT,0,0,1,0.5,2,6
A1N05ZN86IMW21,0.2,0,0.8,1,0.25,5
AJ9B92JX81B40,0.2857142857,0,0.7142857143,0,2.5,7
A2P3HM473UPFM0,0.1428571429,0.7142857143,0.1428571429,0,2.5,7
ANFW0D3L9PL55,0.4,0,0.6,0,1.5,5
A395RKOI1V01JO,0,0.2857142857,0.7142857143,4.25,0,7
AGL95K4GLGZ4J,0,0,1,2,0,5
AOD28BJJCJED0,0,0,1,0,0.75,7
A2N96LXX84KCZ8,0.1666666667,0.1666666667,0.6666666667,0,5,6
ABPIK95ZH5PFX,0.4,0,0.6,2.6,1.5,5
A12R93JEX6C435,0.1666666667,0.1666666667,0.6666666667,1,0,6
A1T7SD2HE5174I,0.125,0.125,0.75,0.3333333333,1,8
A1EUBSMH1KPA9N,0,0.2,0.8,0.25,0.25,5
A2NOSHYITKEXCL,0,0,1,2,0.6,8
A1AYD7CI9UWADH,0.25,0.25,0.5,2.1666666667,1.6666666667,8
A2DJJRH5GI9ORY,0,0.1666666667,0.8333333333,0,2,6
A2XHK9Q42MOX77,0,0.3333333333,0.6666666667,3.6666666667,0.5,6
ACNY3XUO2ANO2,0,0,1,2,0.8,9
AHPKRFO462YKS,0,0.3333333333,0.6666666667,2.9622641509,0.5,6
A6C6N8DA1ROQI,0.5,0,0.5,0.8333333333,0.5,6
A3N69X2NUXGUY8,0,0,1,0,1.5,5
A28SIOH1KB249M,0,0,1,1,0.4,7
A1Y7NRMN0FLZLP,0,0,1,0,0.2,6
A3BUDAU1QVU36G,0.3333333333,0,0.6666666667,0.6666666667,0.5,6
A3MGSJRDIHK4LA,0.2,0.2,0.6,0,0.6666666667,5
A3T3JW81QUXVSJ,0.2222222222,0,0.7777777778,0.9166666667,0.5,9
A3V55DVYU80LDS,0,0,1,5.9230769231,0,13
A2WB7LZ595CR50,0.1111111111,0.1666666667,0.7222222222,5.125,0.2857142857,18
A3OGFGPFIVW7QZ,0,0,1,1,0.25,5
A226VGZWOEBPGL,0.1052631579,0.0526315789,0.8421052632,8.380952381,0.1176470588,19
A3D4EBS59QTA01,0.1111111111,0.7777777778,0.1111111111,0,8,9
A3L5WDFX1SCJ1W,0.5,0.1666666667,0.3333333333,1.625,0,6
A27UGTTPUN210J,0,0.4,0.6,2.625,0,5
A29PID3J2CRSWL,0.4,0,0.6,1.8571428571,0,5
AOVCEB9VD6S21,0,0,1,1,1.75,11
A2Z48MATQ73C91,0.1111111111,0.1111111111,0.7777777778,0,0.5,9
A2P7ONPTG01OM7,0,0,1,0,0.6666666667,5
A1WKG2HMEXAR41,0.1666666667,0.1666666667,0.6666666667,0,2,6
A198M9M2PUJE2Z,0,0,1,1,0.6,8
A1QCWS7O7M5P4C,0,0.125,0.875,0,3,8
A3T66KHK2VAJ1I,0.6,0,0.4,1.350877193,0,5
AVKEH1IS2DTBB,0,0.2,0.8,0,1.5,5
A2B1AL929DDB62,0.5,0,0.5,0.5,0.2,6
A178M2AHNWQZB0,0,0,1,1.4726368159,0.6,8
A37MLUXALND52O,0.6,0,0.4,0,0.6666666667,5
A15P3B88POU0RQ,0,0,1,1,0.4,7
A3LBFWWQGQYV48,0.1428571429,0.1428571429,0.7142857143,0,1.3333333333,7
A3DIHKBYR062RC,0,0,1,1.8136645963,0.25,5
A2O5EQ3GOTONO2,0.1666666667,0.1666666667,0.6666666667,1.7692307692,0.5,12
A2I3AJJPZNQTBY,0,0,1,3,0.5,6
A2WCFRWYPANBUX,0.1666666667,0.3333333333,0.5,2.534351145,0.2,6
A1MDW9A1EU2LMT,0.2,0.2,0.6,0,1.5,5
A1NWT1DWZ7P26C,0,0,1,3,0.6666666667,5
A37SYDARDUE1L5,0,0,1,0,0.5,6
A1TM1R43OKYUWH,0.2,0,0.8,1,0.25,5
A1PQIUOYFKH4XL,0.6,0,0.4,0,1.5,5
A3MNZI8VVFGUEF,0,0,1,0,0.6666666667,5
A1AOIIYQNG10Z7,0.8,0,0.2,0,0.6666666667,5
A3KUQ3M1O3L9DW,0.6666666667,0,0.3333333333,1,1,6
A15ZBV9QB8TST0,0,0.3333333333,0.6666666667,0,2,6
A2VUJ79X4Y1D2Y,0,0,1,1,0,5
A2XJDP14S6IFE4,0,0,1,0,0.6666666667,5
A1Z47AE7DKJEPL,0.1666666667,0.1666666667,0.6666666667,0,1,6
A13FDIS8BXQ870,0,0,1,0,2.5,7
A4KB8WLOC4HPM,0,0,1,2,0.5,6
A2ZBSEZ211C4QW,0.4,0,0.6,0,1.5,5
A6KMDF35HMS9M,0,0,1,0,1.5,5
A3SUH4HE6Y4VLW,0,0,1,0,0.2,6
A11M5BLTR15QIP,0,0,1,1,2.5,7
A17U9J56ONED79,0.4,0.2,0.4,0,0.25,5
A17VR5U0ZHW1LD,0,0,1,0,0.25,5
A28X5ZMUZ4EXI4,0,0.2,0.8,0,0.25,5
A25801SPUDSL68,0,0,1,2.5,0,5
A1KTE59MIAYNOB,0.1428571429,0,0.8571428571,2,2.5,7
AAA9RAVWJ1CU2,0,0.1428571429,0.8571428571,0.7272727273,0.75,7
A15AV3515XLU5E,0.2142857143,0,0.7857142857,3.8461538462,1,14
AF7R7E8N3BEEH,0,0,1,0.7,2.6666666667,11
A3GCJLWREAQD2N,0.4,0.2,0.4,0,0.6666666667,5
A3B0HUYVGFCV46,0.0909090909,0,0.9090909091,2.8333333333,0.5714285714,11
A23GZC4R1EEHQE,0,0,1,1,0.1666666667,7
A2594PNR8PGPRW,0.2857142857,0,0.7142857143,3.2285714286,0,7
A1BC62X6HZJGZR,0.1428571429,0.0714285714,0.7857142857,2.6666666667,0.1666666667,14
AXQZU16NFXLYU,0.3333333333,0.1111111111,0.5555555556,1.6666666667,3.5,9
A3I587HLKLCA0G,0,0,1,0,1.5,5
A1A8ORH6OTLLCC,0,0.0833333333,0.9166666667,2.4,2,12
A1EYMQD9QKX2A2,0,0,1,2,0.75,7
A1ROEOHJAII9BP,0,0,1,0,0.25,5
A3BSTSEFL0ZU1Z,0.3076923077,0.2307692308,0.4615384615,0,5.5,13
A11EXCS9G88U5F,0.1428571429,0,0.8571428571,0,0.75,7
A382RLJ66LXF9R,0.5454545455,0,0.4545454545,2,0.8333333333,11
A3J9R7FNNSY3XZ,0,0,1,2,0,7
A2OTLOW1BSB90M,0.4,0.2,0.4,1.875,0.25,5
A2U3M0EVC6UUIF,0.5714285714,0.1428571429,0.2857142857,1.2857142857,0.4,7
A1AMLFWC0PWRG2,0,0.2,0.8,0.5,4,5
A15VHI80J6ATH4,0.3333333333,0.1111111111,0.5555555556,2,2,9
A1SM34AAKBU72W,0.6,0,0.4,0,0.6666666667,5
A12PW95ZCRBMD,0,0.1666666667,0.8333333333,1,2,6
A1GU6PSZG155ND,0.1666666667,0,0.8333333333,3.9529170829,0.2,6
A1GA7HZGFBDTIU,0,0,1,0,0.6666666667,5
A1FS9QS5SS22QG,0.2,0,0.8,0.5,0.6666666667,5
A3PKHLXWYK19HD,0,0,1,2.9444444444,0.25,5
A37TZYBKKF2J51,0,0.2,0.8,1,0.6666666667,5
A3O1I9YJR8YWUX,0,0.3333333333,0.6666666667,1.5,0.2,6
A2RYJQPMNVOWK6,0,0.1818181818,0.8181818182,3.5,0.8333333333,11
A2C44FXPL01S29,0.2,0.2,0.6,2.1666666667,1.5,5
A3B6C2U6IQGS36,0.2,0,0.8,0,1.5,5
A2I74LIIQR1DM1,0.2,0,0.8,1,0.25,5
A2VGOPCGI3LO5L,0.1,0,0.9,0,9,10
A8I23ZC5LE5RZ,0,0.125,0.875,4.2943722944,0.1428571429,8
A2JMTAIADFVTCT,0.1428571429,0,0.8571428571,0,0.75,7
A3DIJAXX4S4C49,0.2727272727,0,0.7272727273,2,1.2,11
A1I9XGLASZQL8F,0.4444444444,0,0.5555555556,3,0.2857142857,9
AU9Z9JGTKONW2,0,0.6,0.4,2,0.25,5
A96FRN3LGYUX9,0.25,0,0.75,0,0.6,8
A25JXG7OMBY9KK,0,0,1,0,0.6,8
A1HQHGDXBXIUMT,0.25,0.125,0.625,2.5,0.6,8
A13V1YUISXUH2P,0.2,0,0.8,1,0.25,5
A30EB8FTIOGGKK,0.0833333333,0,0.9166666667,0.25,0.3333333333,12
A31LUOOY5AFZK3,0.2,0.2,0.6,1,1.5,5
A35A85RD2ON0R1,0.125,0.125,0.75,0,0.6,8
A2DQ2KFLIMHKWT,0.1666666667,0,0.8333333333,0,0.2,6
A1LLY3NVXHB6QT,0,0,1,0.8947368421,1.5,5
A2A6XUR2QTC206,0,0,1,0,0.6666666667,5
A35YEABW3T8OP4,0,0.4,0.6,0.5,0,5
AJXN24IP473ZK,0,0.2,0.8,1,0,5
A3NRIS6JOJ2R8K,0.125,0.0625,0.8125,4.6666666667,0.2307692308,16
A1B71XMSGQS11A,0,0.1428571429,0.8571428571,3.8421052632,0,7
A3TSTCBRWHHVYW,0,0.1666666667,0.8333333333,0,2,6
A2SXQ9DJO9IDSL,0.4285714286,0.1428571429,0.4285714286,0,2.5,7
ALV1J4KEXAGIO,0.1666666667,0,0.8333333333,1.3333333333,0,6
A2PWNKHQUV6Z94,0.2,0,0.8,0.8,0.6666666667,5
A1DTCJV6KOMJOA,0.0909090909,0.0909090909,0.8181818182,4.8095238095,0.1,11
A1F81SAQBP04IW,0.2857142857,0,0.7142857143,1.5,0.1666666667,7
A24XK99ZEXT16Y,0,0,1,0,0,5
A2TOAHD2KCM7HW,0,0,1,0,0.6666666667,5
A38TWW4XXIWY9U,0.125,0,0.875,2,1,8
A1K8FW9LIN3LN7,0.2222222222,0,0.7777777778,3.7843137255,0.125,9
A29XCERJPQYH8Y,0.5,0.1666666667,0.3333333333,0,2,6
A3PPXVR5J6U2JD,0.2,0.4,0.4,2.15,0,5
A1TBONZZI4WRA7,0.4,0,0.6,1,0,5
A2235V469ASI7Q,0,0,1,1.5,1.5,5
AJ0J196VK6C32,0.1111111111,0,0.8888888889,3,3.5,9
A15CEIYXON5F6A,0.3333333333,0.3333333333,0.3333333333,0.8333333333,0.2,6
A37L1DFN9KNTN7,0,0,1,0.5,1.5,5
A2D8NDWLA5MT3V,0.3,0.3,0.4,0,2.3333333333,10
A3I0NK3IHE9DPE,0.1666666667,0,0.8333333333,1.9722222222,0.5,6
A3MBAM8DQGI45U,0.3333333333,0.1666666667,0.5,2,0.5,6
A3MD7KDFJ29LO8,0,0.4285714286,0.5714285714,2,1.3333333333,7
A2I6E9P7ZQ3ZTO,0,0.4,0.6,0,1.5,5
AZGDHMGP3G4Q5,0.2,0.2,0.6,1.9090909091,0.6666666667,5
A2EROLHNRQ09CY,0,0,1,2.5,0.375,11
A2F2KL35PTQ8BS,0.0833333333,0,0.9166666667,6.1071428571,0.7142857143,12
A3T4KSSC3YY9XF,0.2,0.2,0.6,0.5,0.25,5
A2HB8WNBZ83DIE,0,0,1,2,0.6666666667,5
ASHJAZC9OA9NS,0.25,0,0.75,5.4361111111,1,12
A3MJ6KO3BG5PSX,0,0,1,1,0.75,7
A1315LAX0BPSTW,0.125,0.125,0.75,1.75,0.6,8
A3MCHSP9DGZ8SS,0,0,1,0,0.25,5
AJ8S0BEDVUPK8,0,0,1,0,1,6
A6EE3YC9GZ1MF,0.4285714286,0,0.5714285714,1.6,0.75,7
A14ONZGYBQEJ7W,0,0,1,0,0.25,5
A1833X3LQ0BHQU,0.1666666667,0,0.8333333333,1.5,2,6
A1TPW86OHXTXFC,0,0,1,22.8079625293,0.2777777778,23
A1P7FBBLRSVS8H,0.4,0.2,0.4,0,0.6666666667,5
A2NKLP7NEGV6QR,0.2,0,0.8,0,0.6666666667,5
A2PC6FYZZTJ2NP,0.1666666667,0,0.8333333333,1,2,6
A2KOTM09QLSYML,0,0,1,4.0166666667,0.4,7
AFM2D9CB0W7IN,0,0.375,0.625,0,0.6,8
A3TTH5INHOC36W,0,0,1,3,0,6
A3FMHSKCNMDULY,0,0,1,0,4,5
A1CT5OKOHCW6R7,0,0.6,0.4,0,4,5
A1WWX9NI06JKFR,0,0.1666666667,0.8333333333,0.625,0.5,6
A2EP4O1L9C0JDB,0,0,1,0,0.2,6
A2LSTKQ8H8LN62,0,0.2,0.8,0,1.5,5
A2HO63B7M3CK57,0.3333333333,0,0.6666666667,1,0.5,6
A37RZI7Q1WUXG0,0,0,1,1.6178861789,0.25,5
A3QXR3BDDHTATF,0,0.2,0.8,0,1.5,5
A2YM85TO0H2JET,0.2,0,0.8,2.875,0,5
A2BNHR5F1KBAO1,0,0,1,1,0.25,5
A12M2CGXHXYTA1,0,0,1,1,0,6
A3JDWJTM1UBJCF,0,0.4,0.6,0.5,1.5,5
A39Q8JLF7WA33P,0.125,0.125,0.75,0,7,8
AGKESQ6P2RH78,0.2,0,0.8,1,0,5
A60A31DFFUMAW,0,0.1111111111,0.8888888889,0,0.5,9
A1W94N4LOXQ6JU,0.5,0.1666666667,0.3333333333,3,1,6
A211IKIJXGU6K7,0,0,1,1,1.5,5
A2JYR5KRZ02HJS,0,0,1,0,0,5
A36DMF9077LMPV,0.2,0,0.8,0,4,5
A391FDL3255NHQ,0,0.4,0.6,1,1.5,5
A3CGVK6JMY11WG,0.2,0.2,0.6,0,1.5,5
A2GX5GS96USGEH,0.2,0,0.8,0,4,5
A3G05IEEQP0LHM,0,0.4285714286,0.5714285714,0,0,7
A2GKKCWKZ8OB5R,0,0.2,0.8,1.25,0.25,5
A2MHL6OPGWWDZV,0,0.2,0.8,1,1.5,5
A1PW07GRQYE01X,0,0,1,0.75,0.25,5
A3TFJE04LTJDLI,0.1875,0.125,0.6875,9.6251495419,0.6,16
A1TZA48YEGATDV,0,0.1666666667,0.8333333333,1,1,6
AC21HI9A2NQC7,0,0.1666666667,0.8333333333,1,2,6
A31AVXMESQRQAC,0,0,1,2.1666666667,0,8
A26RGX1IXQDLHZ,0,0.2,0.8,0,1.5,5
A3LXZDN1HV7MJF,0,0.1428571429,0.8571428571,0.5,0.75,7
ARLRNRHY4EJLM,0,0.2,0.8,1,4,5
ASJ0MKRFZC47B,0,0.2857142857,0.7142857143,0.6666666667,0.1666666667,7
AWY2CQ45TZNIP,0.1666666667,0.1666666667,0.6666666667,0.6666666667,0.2,6
A1SORZL733985Z,0,0.1666666667,0.8333333333,4,0.2,6
A1XDMYX8QOW07N,0.2,0,0.8,2,0,5
AU6FZV3C9IO38,0,0.0833333333,0.9166666667,5.3790240596,0.7142857143,12
AY17UIWV7BM4J,0.2,0,0.8,2.5,0,5
A3E81HFGNME65J,0,0.375,0.625,0.8333333333,0.6,8
A2VKHDXSBF6S5R,0,0,1,0,0.25,5
A3NRWAK97D7GCC,0.5,0,0.5,1.8333333333,0.2,6
ACD6N5D1Q9KSD,0,0,1,2,0.4,7
A19AGK07RP4KT4,0.25,0.0833333333,0.6666666667,6.82000666,0.0909090909,12
A1F67GSRAXRN97,0.3333333333,0.1666666667,0.5,2,5,6
A1BU1UIUQO2GCQ,0.2,0.2,0.6,0,4,5
A3A5FKVCXLAMW7,0,0,1,4.7590643275,0.1428571429,8
A1TF9EYT8FEPZP,0,0.1666666667,0.8333333333,1,0.2,6
A2UX1QYTF609V,0.2857142857,0.2857142857,0.4285714286,2,0.1666666667,7
A1CWMHB6JWTCB1,0.2,0,0.8,1,0.25,5
A146NDS6G7Y211,0,0.2,0.8,0,0.6666666667,5
A36VNOA1LVRFFJ,0,0,1,1,0.6666666667,5
A18YPL8YARWVSN,0,0,1,1.5,1,10
A1BVAL0ZYUVM26,0.4,0.2,0.4,1,4,5
A680RUE1FDO8B,0.1186440678,0.1186440678,0.7627118644,30.2434749862,0.1568627451,59
A1YJS6D8U6CCKA,0,0.6,0.4,1,0.6666666667,5
A1WCM8UONTBQWR,0.25,0.375,0.375,1,7,8
A3G5MOHY1U635N,0.0909090909,0.2272727273,0.6818181818,7.5833333333,0.1,22
AC9WW1XQYRZWB,0,0.2,0.8,2,0.25,5
A34KUNKS9YQ75C,0,0.4,0.6,1,4,5
A3PBD9ORMIOUPM,0,0,1,0,1.5,5
ARF59OCCGR99N,0.1428571429,0,0.8571428571,0,0.75,7
AT1WBJ878PMZD,0.3333333333,0.1666666667,0.5,1,0.2,6
A1GPO7NDP3145E,0,0.2,0.8,0.5,0,5
A9X021Q4T5KFK,0.2,0,0.8,0,1.5,5
A3L8JOQRY8I27L,0.2,0.2,0.6,0,0.25,5
A12XH53PZSARTV,0,0,1,0.8,2.5,7
A5LRZ5LW7DCSN,0,0,1,0,6,7
A1HL9KU1MELE20,0,0.4,0.6,2.9047619048,1.5,5
A33G31W1262TWO,0,0.2,0.8,1,1.5,5
A19E3C5GD6L6TM,0.1666666667,0.1666666667,0.6666666667,0,5,6
AK0ZXIGNI0RQ3,0.1666666667,0.1666666667,0.6666666667,1.25,0,6
A3DXRN8UPJ6W2N,0,0,1,2,0.25,5
A11ZR5ZMQL97R6,0,0.1666666667,0.8333333333,0.5,5,6
ABB0A4D18DAC9,0.2142857143,0.0714285714,0.7142857143,1.8333333333,1.3333333333,14
A2J1VRKE28Z89X,0.3333333333,0.1111111111,0.5555555556,2,0.125,9
A3CUAGCG0KUUAM,0.4285714286,0.1428571429,0.4285714286,0,1.3333333333,7
A2USAA86GDTLKK,1,0,0,0.5,4,5
AUQ6WY94ADCAK,0,0,1,2,0,6
A6PZOVLSRYK73,0,0,1,0,0.6666666667,5
A2HVJZO76H4NE9,0.2,0,0.8,1,0,5
A3TZMKDB0A5SKL,0.2,0,0.8,1,4,5
A1YTZQOF90CZRG,0,0,1,0,0.2857142857,9
AXK09IYBE9HLG,0,0.2,0.8,2,0.6666666667,5
A3GFGDBE72XNUM,0.1666666667,0,0.8333333333,2,5,6
A2DSK1S8DMBQDU,0.3333333333,0.3333333333,0.3333333333,0,1,6
A1BCBWJBXK6QN9,0,0,1,1.5833333333,0.25,5
AWCUFK49OVPLD,0.2,0.2,0.6,1,0.25,5
A1NZ9DUJ36N836,0,0,1,0,5,6
AK0PEKIOHOO33,0,0,1,1,1.5,5
A3B7J2945PU1P0,0,0,1,3.5,3.3333333333,13
A10RMVX6EE90N6,0.125,0,0.875,7.05,0.6,8
A1S6CLG17KQ5GY,0,0,1,1,1.5,5
A1UCC8Y85Q201F,0.3333333333,0.3333333333,0.3333333333,2.2351916376,0,6
A3DWOUKI7ZG43N,0,0.1428571429,0.8571428571,1,0.4,7
AWSQ24HPP0UCX,0,0,1,0,0.4,7
A39EN5XP8LDVX8,0.4545454545,0.0909090909,0.4545454545,1.5138888889,1.2,11
A3FGQ2L9KTZJLT,0,0,1,0,4.5,11
A2EPDMH8SLTHUJ,0.2222222222,0.1111111111,0.6666666667,0,1.25,9
A3B4WPGBSE94PF,0.2,0,0.8,2.3333333333,0.6666666667,5
A3EQAF2RRH7BUG,0,0,1,2,0.6666666667,5
A3KEUUNAO0ATOZ,0.2,0.4,0.4,0.9657534247,0,5
A1G9E3DI2GPJ1N,0.4,0,0.6,0,4,5
AEEV1BZCQ67XM,0.2857142857,0.1428571429,0.5714285714,2,0.75,7
A2WB6E5P5HSJ2X,0.1666666667,0.0833333333,0.75,2.75,0.2,12
A1H1W9QZR646VZ,0,0,1,0.8,0.6666666667,5
A2Y4PAVE9QOVFR,0.5,0,0.5,1.5,0,6
A3Q20QO5SHN258,0.1111111111,0.1111111111,0.7777777778,2.75,2,9
A2U3IPUK482U55,0.2,0,0.8,0,0.25,5
A1743ABTREFO0Y,0,0,1,1.875,0,5
A3NKW27Y0K3N1F,0.2,0,0.8,0.6666666667,0.25,5
A1W5K3EGQWYN3W,0.2,0.2,0.6,1.1045454546,0.25,5
A5U5JJ8HXPLMP,0,0,1,1,0.6666666667,10
A1DYS4L5CF4AFJ,0,0.2,0.8,0,0.6666666667,5
A2QYWAAN7ZENK,0.1666666667,0.3333333333,0.5,0.0769230769,1,6
A18ZPUZ5V0JFUV,0,0,1,2.5,0.25,5
A2RVLHN5VQYBUN,0,0,1,0,4,5
AQCDKQI0X2WV0,0,0,1,0.7142857143,0.6666666667,5
A2CH9NASMJNIN3,0,0.5,0.5,1,0.5,6
A1QNQJWOBJARTR,0.6,0,0.4,0,0.6666666667,5
A1K4G5YJDJQI6Q,0.6,0.2,0.2,0.4285714286,0,5
A38IHFOP1EGM7C,0.6,0,0.4,1.4301587302,0,5
A1LGLD65Z95JT3,0,0.1666666667,0.8333333333,0,1,6
A2FII2W1FQSLDU,0,0.3333333333,0.6666666667,0,1,6
A3C8O933Q8TVXP,0,0,1,2.6666666667,0.2857142857,9
AZ2TKV3HNK3N4,0.1428571429,0.2857142857,0.5714285714,0,1.3333333333,7
A3OGYREWLADEUW,0.8,0.2,0,2,0.25,5
A2YG0IQ3PHQZNG,0,0.3333333333,0.6666666667,0,0.5,6
A280TYZIL03MLO,0.1666666667,0,0.8333333333,2,0,6
A14RJP5KUFL9KL,0,0.6,0.4,1,0.6666666667,5
A2FIDFMT3531AS,0,0,1,1,0.1666666667,7
A1YNOLPAF4I0PJ,0,0.1666666667,0.8333333333,3.3,1.5714285714,18
A2AGFUVH9ZVJDU,0,0,1,0.8974358974,0.6666666667,5
A3GF0T63MJST5K,0,0,1,0,0.6666666667,5
AI2DH53MV3UHU,0,0,1,2,5,6
A11R9EAK78NRH9,0.125,0,0.875,0,7,8
A1AYQTEPI2JR8W,0,0.4,0.6,1,0.6666666667,5
A1295H8BDBN87N,0,0,1,1,2,9
A23ZUWJVVXU5PA,0,0,1,1,1,6
AEJCJ94POGYOT,0,0,1,2,1,6
A240FRPD4MEXND,0.2222222222,0,0.7777777778,3.5,0.0588235294,18
A1ZCDRSFTTR2GG,0,0.6,0.4,0.5,0.6666666667,5
A3UKJCWA0JZC5H,0.2,0,0.8,0,0.25,5
A2RTC5QS81N7W0,0.3333333333,0.5,0.1666666667,1,1,6
A1F3U8ICPGQZ5U,0.2,0,0.8,0,0.6666666667,5
A1JSWWX72NKOBI,0.1666666667,0,0.8333333333,1,0.5,6
A227FITHFRYIEB,0.125,0.5,0.375,0,1,8
A3OE37JRI3UERE,0.1428571429,0,0.8571428571,2,0.1666666667,7
ASM3TLK6TV4XJ,0,0,1,1,4,5
A1WXRL57KZ2KRU,0.4,0,0.6,0,1.5,5
A39436ZB1VXKGY,0.1,0.1,0.8,3.6666666667,0.6666666667,10
AWHYWCU687LSJ,0,0,1,5.2079414838,0.2,6
AO1QIU73WQJD9,0,0,1,1,4,5
A1LRXLBMY80OPC,0,0.2,0.8,1.6666666667,0.6666666667,5
A2UUIPFLKJWVFQ,0.1666666667,0,0.8333333333,1,0,6
A8XI2GBM36UX5,0.6,0,0.4,0,1.5,5
AUMUXSFO2HOGB,0.3333333333,0.5,0.1666666667,0.7692307692,5,12
AG3HN7SZKMFFX,0,0,1,0,0.75,7
A2ZNBB6JQD6ZZ9,0.4,0,0.6,0.75,1.5,5
A20CZ9RGW40BUO,0.2,0.2,0.6,0,0.25,5
ALXLRSA5PCDOU,0,0,1,0,4,5
A1M5FEUHT4XYI8,0.5,0,0.5,1,0.2,6
A1W6AUIPFJC22E,0,0.1428571429,0.8571428571,1,0.4,7
A2KKLBINOTOJEH,0,0,1,0.9593495935,1.5,5
A1Q4DJKNW73AIZ,0.1666666667,0.1666666667,0.6666666667,2.225,0,6
A222DQ2U6ITXT7,0.2857142857,0,0.7142857143,1.5,0.75,7
A36KSQQ3IOHDWN,0.1428571429,0,0.8571428571,0,1.3333333333,7
AGVDI7RLT24WJ,0.2,0.1,0.7,2.5666666667,0,10
A2XJ573TO00274,0.1428571429,0.2857142857,0.5714285714,3,0.4,7
A2EKWYRR9ZI1QC,0,0,1,1,3,8
A373N40MPUYWX9,0.4,0.2,0.4,0.75,0,5
A3EPQORX7F9P96,0,0.4,0.6,0,0.25,5
A37B6X9YTM9EH1,0.375,0.125,0.5,1.75,1,8
A20DZX38KRBIT8,0.7272727273,0,0.2727272727,4.896390169,0.1,11
AOPJDA2Q9DY6A,0,0,1,0.5,0,5
A2YAULVP6KA8B8,0,0.1428571429,0.8571428571,2.3,1.3333333333,7
A21FA4RWO7L3J9,0.2,0.2,0.6,2,0,5
A19ZWWNDYI3C46,0,0.6,0.4,0,0.25,5
ALZZBUFYNQ5MQ,0,0,1,1,0.2,6
A2ELPIS8YMTD1B,0.125,0.25,0.625,1,3,8
AUCE6JGJQ6QZC,0,0.1428571429,0.8571428571,0.9090909091,0.4,7
A3Q1E0CEALMHNC,0.1666666667,0.1666666667,0.6666666667,0,0.2,6
A14JDMGDD2OX5,0,0,1,0,4,5
A1VQIIE23WGDFQ,0,0,1,0,4,5
A304TURM53JG3X,0,0,1,1.8571428571,1.6666666667,8
A3E167VVMJ2MIZ,0,0.3333333333,0.6666666667,1.5,1,6
A3AJA4SWMYRT9N,0,0,1,1,0,10
A2AQAGV12STY5L,0.1666666667,0.8333333333,0,2.5,0,6
A10HFG1TAAF5PQ,0.3333333333,0.1666666667,0.5,1,2,6
A2WZTPX0T8F72A,0.1666666667,0.1666666667,0.6666666667,2.5,1,6
A1LPESQ5PS49VL,0,0,1,0,0,5
A1KXONFPU2XQ5K,0.4,0.2,0.4,1.6554621849,0,5
A2865XS51T7JPS,0.3333333333,0,0.6666666667,1,0.5,6
AHI5HRBVZVI98,0.1666666667,0,0.8333333333,1,1,6
A1QLH5SFVADMSF,0,0,1,1,1,8
A32BB0S24Y8C3L,0,0.2,0.8,0,4,5
A1X3ESYZ79H59E,0,0.1363636364,0.8636363636,8,0.6923076923,22
A3M7BCQKSQAK4L,0,0.1,0.9,3.35,0,10
A120D9GZ3W1BZ5,0.4,0,0.6,3,0.25,5
A292X23S2P6C6Z,0.2,0.2,0.6,2,1.5,5
A39YZVVI0QTBIM,0,0,1,1,1,6
A3A5F8EBAIX43A,0,0,1,1.75,0.2,6
AEH6EQL2LG02J,0,0,1,0,1,6
